time,co2,motion,rms,Door_contact,window,power1,power2,power3,power5,power6,labels,sum_power,derivative_co2
559200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
559800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
560400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
561000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
561600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
562200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
562800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
563400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
564000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
564600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
565200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
565800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
566400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
567000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
567600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
568200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
568800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
569400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
570000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
570600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
571200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
571800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
572400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
573000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
573600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
574200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
574800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
575400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
576000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
576600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
577200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
577800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
578400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
579000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
579600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
580200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
580800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
581400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
582000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
582600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
583200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
583800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
584400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
585000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
585600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
586200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
586800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
587400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
588000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
588600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
589200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
589800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
590400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
591000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
591600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
604200,410.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
605400,410.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-5.0
606000,410.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-10.0
606600,410.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-5.625
607200,415.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
607800,420.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
608400,415.625,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-4.375
609000,415.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-5.0
609600,420.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
610200,420.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
610800,420.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-5.0
611400,420.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-3.636363636363626
612000,420.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-10.0
612600,425.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-5.0
613200,423.6363636363636,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-6.363636363636374
613800,430.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
614400,430.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-3.75
615000,430.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
615600,430.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-4.375
616200,433.75,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-2.613636363636374
616800,430.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-6.666666666666686
617400,434.375,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-5.625
618000,436.3636363636364,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-3.636363636363626
618600,436.6666666666667,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.6666666666666856
619200,440.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
619800,440.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
620400,436.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-4.0
621000,440.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-5.0
621600,440.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-3.3333333333333144
622200,440.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
622800,445.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,5.0
623400,443.3333333333333,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.8333333333333144
624000,440.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-49.230769230769226
624600,440.0,2.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-44.54545454545456
625200,442.5,3.0,0.001,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-42.5
625800,489.2307692307692,4.0,0.001,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0,13.0,4.945054945054949
626400,484.54545454545456,1.0,0.001,1.0,1.0,12.0,0.0,0.0,28.0,28.0,0,68.0,3.116883116883116
627000,485.0,3.0,0.001,1.0,1.0,12.0,0.0,0.0,25.0,25.0,0,62.0,0.0
627600,484.2857142857143,4.0,0.001,1.0,1.0,12.0,0.0,0.0,26.0,26.0,0,64.0,11.428571428571445
628200,481.42857142857144,0.0,0.001,1.0,1.0,12.0,0.0,0.0,26.0,26.0,0,64.0,10.428571428571445
629400,472.85714285714283,0.0,0.001,0.0,1.0,12.0,0.0,0.0,22.0,22.0,0,56.0,-5.267857142857167
630000,471.0,3.0,0.001,0.0,1.0,12.0,0.0,0.0,26.0,26.0,0,64.0,-26.727272727272748
630600,455.5,3.0,0.001,0.0,1.0,12.0,0.0,0.0,20.0,20.0,0,52.0,-82.5
631200,478.125,0.0,0.001,0.0,1.0,12.0,0.0,0.0,20.0,20.0,0,52.0,-67.875
631800,497.72727272727275,3.0,0.001,0.0,1.0,12.0,0.0,0.0,20.0,20.0,0,52.0,-51.43939393939388
632400,538.0,1.0,0.001,0.0,1.0,12.0,0.0,0.0,20.0,20.0,0,52.0,-4.105263157894683
633000,546.0,1.0,0.001,0.0,1.0,12.0,0.0,0.0,27.0,27.0,0,66.0,24.75
633600,549.1666666666666,4.0,0.001,0.0,1.0,12.0,0.0,0.0,28.0,28.0,0,68.0,34.55128205128199
634200,542.1052631578947,3.0,0.001,0.0,1.0,12.0,0.0,0.0,24.0,24.0,0,60.0,25.287081339712813
634800,521.25,0.0,0.001,0.0,1.0,12.0,0.0,0.0,32.0,32.0,0,76.0,7.916666666666629
635400,514.6153846153846,1.0,0.001,0.0,1.0,12.0,0.0,0.0,33.0,33.0,0,78.0,-5.86080586080584
636000,516.8181818181819,3.0,0.0203,0.0,1.0,12.0,0.0,0.0,34.0,34.0,0.3,80.0,26.81818181818187
636600,513.3333333333334,3.0,0.0203,1.0,1.0,12.0,0.0,0.0,32.0,32.0,0.3,76.0,22.500000000000057
637200,520.4761904761905,1.0,0.0203,0.0,1.0,12.0,0.0,0.0,23.0,23.0,0.3,58.0,12.476190476190482
637800,490.0,2.0,0.0203,0.0,1.0,12.0,0.0,0.0,24.0,24.0,1,60.0,25.925925925925924
638400,490.8333333333333,4.0,0.0203,0.0,1.0,12.0,0.0,0.0,33.0,33.0,1,78.0,38.56060606060606
639000,508.0,2.0,0.0203,0.0,1.0,12.0,0.0,0.0,30.0,30.0,1,72.0,81.68421052631578
639600,464.0740740740741,1.0,0.0133,0.0,1.0,12.0,0.0,0.0,33.0,33.0,1,78.0,4.444444444444457
640200,452.27272727272725,1.0,0.0133,0.0,1.0,12.0,0.0,0.0,34.0,34.0,1,80.0,-21.060606060606062
640800,426.3157894736842,2.0,0.0133,0.0,1.0,12.0,0.0,0.0,27.0,27.0,1,66.0,-55.85812356979403
641400,459.6296296296296,2.0,0.0192,0.0,1.0,12.0,0.0,0.0,28.0,28.0,0.3,68.0,6.151368760064429
642000,473.3333333333333,3.0,0.0192,0.0,1.0,12.0,0.0,0.0,30.0,30.0,0.3,72.0,-43.20512820512823
642600,482.17391304347825,2.0,0.0192,0.0,1.0,12.0,0.0,0.0,27.0,27.0,0.3,66.0,-80.68322981366464
643200,453.4782608695652,3.0,0.0241,0.0,1.0,12.0,0.0,0.0,29.0,29.0,1.5,70.0,-138.06020066889636
643800,516.5384615384615,1.0,0.0241,1.0,1.0,12.0,0.0,0.0,28.0,28.0,1.5,68.0,-103.46153846153845
644400,562.8571428571429,0.0,0.0241,1.0,0.0,12.0,0.0,0.0,27.0,27.0,1.5,66.0,-105.0
645000,591.5384615384615,3.0,0.0231,1.0,0.0,12.0,0.0,0.0,25.0,25.0,2,62.0,-108.46153846153845
645600,620.0,1.0,0.0231,1.0,0.0,12.0,0.0,0.0,28.0,28.0,2,68.0,-103.68421052631584
646200,667.8571428571429,3.0,0.0231,1.0,0.0,12.0,0.0,0.0,24.0,24.0,2,60.0,-63.012422360248365
646800,700.0,2.0,0.0215,1.0,0.0,12.0,0.0,0.0,32.0,32.0,2,76.0,-21.5
647400,723.6842105263158,1.0,0.0215,1.0,0.0,12.0,0.0,0.0,25.0,25.0,2,62.0,-4.952153110047789
648000,730.8695652173913,1.0,0.0215,1.0,0.0,12.0,0.0,0.0,34.0,34.0,2,80.0,2.6877470355731248
648600,721.5,1.0,0.0171,1.0,0.0,12.0,0.0,0.0,37.0,37.0,1.5,86.0,-7.25
649200,728.6363636363636,2.0,0.0171,1.0,0.0,12.0,0.0,0.0,26.0,26.0,1.5,64.0,1.7132867132867204
649800,728.1818181818181,3.0,0.0171,1.0,0.0,12.0,0.0,0.0,25.0,25.0,1.5,62.0,5.023923444976049
650400,728.75,1.0,0.0188,1.0,0.0,12.0,0.0,0.0,26.0,26.0,1.5,64.0,59.8026315789474
651000,726.9230769230769,1.0,0.0188,1.0,0.0,12.0,0.0,0.0,25.0,25.0,1.5,62.0,87.9757085020243
651600,723.1578947368421,1.0,0.0188,1.0,0.0,12.0,0.0,0.0,27.0,27.0,1.5,66.0,135.3007518796992
652200,668.9473684210526,3.0,0.0137,1.0,0.0,12.0,0.0,0.0,24.0,24.0,1,60.0,110.61403508771923
652800,638.9473684210526,3.0,0.0137,1.0,0.0,12.0,0.0,0.0,29.0,29.0,1,70.0,93.4928229665071
653400,587.8571428571429,4.0,0.0137,1.0,0.0,12.0,0.0,0.0,28.0,28.0,1,68.0,12.85714285714289
654000,558.3333333333334,4.0,0.0198,1.0,0.0,12.0,0.0,0.0,24.0,24.0,1.3,60.0,-25.952380952380963
654600,545.4545454545455,3.0,0.0198,1.0,0.0,12.0,0.0,0.0,30.0,30.0,1.3,72.0,-44.545454545454504
655200,575.0,1.0,0.0198,1.0,0.0,12.0,0.0,0.0,25.0,25.0,1.3,62.0,-17.66666666666663
655800,584.2857142857143,1.0,0.0501,1.0,0.0,12.0,0.0,0.0,32.0,32.0,2,76.0,-11.098901098901024
656400,590.0,1.0,0.0501,1.0,0.0,12.0,0.0,0.0,31.0,31.0,2,74.0,-5.0
657000,592.6666666666666,0.0,0.0501,1.0,0.0,12.0,0.0,0.0,32.0,32.0,2,76.0,7.111111111111086
657600,595.3846153846154,0.0,0.0241,1.0,0.0,12.0,0.0,0.0,32.0,32.0,2,76.0,13.805668016194318
658200,595.0,2.0,0.0241,1.0,0.0,12.0,0.0,0.0,31.0,31.0,2,74.0,20.0
658800,585.5555555555555,0.0,0.0147,0.0,0.0,12.0,0.0,0.0,28.0,28.0,1,68.0,10.555555555555543
659400,581.578947368421,0.0,0.0147,0.0,0.0,12.0,0.0,0.0,27.0,27.0,1,66.0,8.57894736842104
660000,575.0,0.0,0.0147,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1,12.0,12.647058823529392
660600,575.0,0.0,0.0138,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2,12.0,10.0
661200,573.0,0.0,0.0138,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2,12.0,9.153846153846189
661800,562.3529411764706,0.0,0.0138,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2,12.0,0.4779411764706083
662400,565.0,0.0,0.0222,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2,12.0,2.0
663000,563.8461538461538,0.0,0.0222,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2,12.0,2.793522267206413
663600,561.875,0.0,0.0222,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2,12.0,6.611842105263122
664200,563.0,0.0,0.0182,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1,12.0,17.0
664800,561.0526315789474,0.0,0.0182,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1,12.0,18.947368421052715
665400,555.2631578947369,0.0,0.0182,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1,12.0,18.59649122807025
666000,546.0,0.0,0.0149,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1,12.0,11.714285714285666
666600,542.1052631578947,0.0,0.0149,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1,12.0,16.650717703349187
667200,536.6666666666666,0.0,0.0149,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1,12.0,17.91666666666663
667800,534.2857142857143,0.0,0.0103,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1,12.0,20.285714285714334
668400,525.4545454545455,0.0,0.0103,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1,12.0,17.12121212121218
669000,518.75,0.0,0.0103,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1,12.0,10.75
669600,514.0,0.0,0.0109,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.5,12.0,11.5
670200,508.3333333333333,0.0,0.0109,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.5,12.0,10.833333333333314
670800,508.0,0.0,0.0109,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.5,12.0,13.333333333333314
671400,502.5,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,12.5
672000,497.5,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,12.5
672600,494.6666666666667,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,9.666666666666686
673200,490.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,14.0
673800,485.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,16.176470588235304
674400,485.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,13.571428571428555
675000,476.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
675600,468.8235294117647,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
676200,471.42857142857144,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
690600,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
691800,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
692400,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
693000,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
693600,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
694200,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
694800,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
695400,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
696000,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
696600,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
697200,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
697800,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
698400,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
699000,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
699600,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
700200,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
700800,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
701400,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
702000,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
702600,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
703200,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
703800,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
704400,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
705000,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
705600,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
706200,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
706800,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
707400,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
708000,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
708600,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
709200,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
709800,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
710400,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
711000,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
711600,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
712200,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
712800,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
713400,390.0,1.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
714000,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
714600,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,0.0
715200,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,-45.0
715800,390.0,0.0,0.001,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,-92.77777777777777
716400,390.0,2.0,0.001,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,-134.61538461538464
717000,435.0,2.0,0.001,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0,12.0,-89.0
717600,482.77777777777777,0.0,0.001,1.0,0.0,52.0,0.0,0.0,0.0,0.0,0,52.0,-55.4575163398693
718200,524.6153846153846,2.0,0.001,1.0,0.0,52.0,0.0,0.0,24.0,24.0,0,100.0,-13.279352226720675
718800,524.0,1.0,0.001,1.0,0.0,52.0,0.0,0.0,20.0,20.0,0,92.0,15.428571428571445
719400,538.2352941176471,2.0,0.001,1.0,0.0,52.0,0.0,0.0,22.0,22.0,0,96.0,15.07739938080499
720000,537.8947368421053,0.0,0.001,1.0,0.0,52.0,0.0,0.0,40.0,40.0,0,132.0,-20.994152046783597
720600,508.57142857142856,3.0,0.001,1.0,0.0,52.0,0.0,0.0,23.0,23.0,0,98.0,-71.42857142857144
721200,523.1578947368421,1.0,0.001,1.0,0.0,52.0,0.0,0.0,26.0,26.0,0,104.0,-80.47846889952154
721800,558.8888888888889,4.0,0.001,1.0,0.0,52.0,0.0,0.0,22.0,22.0,0,96.0,-62.163742690058484
722400,580.0,2.0,0.001,1.0,0.0,52.0,0.0,0.0,24.0,24.0,0,100.0,-45.26315789473688
723000,603.6363636363636,0.0,0.001,1.0,0.0,52.0,0.0,0.0,24.0,24.0,0,100.0,24.58874458874459
723600,621.0526315789474,3.0,0.001,1.0,0.0,52.0,0.0,0.0,23.0,23.0,0,98.0,86.27002288329527
724200,625.2631578947369,0.0,0.001,1.0,0.0,52.0,0.0,0.0,26.0,26.0,0,104.0,103.1798245614035
724800,579.047619047619,1.0,0.001,1.0,0.0,52.0,0.0,0.0,23.0,23.0,0,98.0,51.964285714285666
725400,534.7826086956521,1.0,0.001,1.0,0.0,52.0,0.0,0.0,25.0,25.0,0,102.0,44.365942028985444
726000,522.0833333333334,2.0,0.001,1.0,0.0,52.0,0.0,0.0,29.0,29.0,0,110.0,70.17857142857144
726600,527.0833333333334,3.0,0.001,1.0,0.0,52.0,0.0,0.0,24.0,24.0,0,100.0,92.73550724637687
727200,490.4166666666667,5.0,0.001,1.0,0.0,52.0,0.0,0.0,23.0,23.0,0,98.0,47.08333333333337
727800,451.9047619047619,2.0,0.1467,1.0,0.0,52.0,0.0,0.0,25.0,25.0,1,102.0,3.669467787114854
728400,434.3478260869565,4.0,0.1467,1.0,0.0,52.0,0.0,0.0,23.0,23.0,1,98.0,-46.8286445012788
729000,443.3333333333333,1.0,0.1467,1.0,0.0,43.0,0.0,0.0,24.0,24.0,1,91.0,-48.0
729600,448.2352941176471,3.0,0.2271,1.0,0.0,43.0,0.0,0.0,25.0,25.0,2,93.0,-30.653594771241842
730200,481.1764705882353,3.0,0.2271,1.0,0.0,43.0,0.0,0.0,23.0,23.0,2,89.0,7.176470588235304
730800,491.3333333333333,2.0,0.2271,1.0,0.0,44.0,0.0,0.0,22.0,22.0,2,88.0,17.122807017543835
731400,478.8888888888889,1.0,0.2294,1.0,0.0,43.0,0.0,0.0,28.0,28.0,2,99.0,3.1746031746031917
732000,474.0,0.0,0.2294,1.0,0.0,43.0,0.0,0.0,27.0,27.0,2,97.0,5.538461538461547
732600,474.2105263157895,0.0,0.2294,1.0,0.0,43.0,0.0,0.0,29.0,29.0,2,101.0,1.3533834586466469
733200,475.7142857142857,3.0,0.2271,1.0,0.0,44.0,0.0,0.0,31.0,31.0,2,106.0,3.3333333333333144
